,ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
192754,1980887835,Electric Sheep Reloaded (Canceled),Comics,Comics,USD,2010-04-15,5000.0,2010-03-09 01:22:17,0.0,canceled,0,US,0.0,0.0,5000.0
115715,1587521546,Fantasy Music for your DnD Campaign Vol.1,Tabletop Games,Games,AUD,2017-12-16,50.0,2017-11-16 05:39:54,531.0,successful,43,AU,45.49,409.82,38.59
81276,1413351962,"The Sword, The Crown, and The Unspeakable Power",Tabletop Games,Games,USD,2017-04-30,6000.0,2017-03-31 18:13:49,20359.0,successful,709,US,10905.0,20359.0,6000.0
157444,1800928813,BOSTON LIKES DEFLATED FOOTBALLS T-Shirt,Apparel,Fashion,USD,2015-03-01,999.0,2015-01-30 22:03:29,1.0,failed,1,US,1.0,1.0,999.0
229161,235014110,Zenju's Awesome Dinnerware-Imagine!,Painting,Art,USD,2010-11-04,5000.0,2010-09-20 21:12:06,325.0,failed,7,US,325.0,325.0,5000.0
155586,1791344876,The Stalwart Pencil: Industrial Strength Craftmanship,Product Design,Design,USD,2014-10-11,49.0,2014-09-16 21:13:01,1326.0,successful,25,US,1326.0,1326.0,49.0
210334,2071901030,ZDesk : An affordable sit-stand desk for your laptop,Product Design,Design,CAD,2015-11-18,30000.0,2015-10-19 14:48:04,1783.0,failed,12,CA,1380.63,1339.29,22534.36
314379,67114912,The Torrence Pettye Music Project,World Music,Music,USD,2012-11-05,10000.0,2012-10-06 00:40:43,100.0,failed,1,US,100.0,100.0,10000.0
112779,1572868961,Preserving Musical Legacies - From Spirituals to Jazz,Music,Music,USD,2015-09-02,3000.0,2015-07-16 23:48:58,3515.0,undefined,0,"N,0""",,3515.0,3000.0
162422,1826214726,Lindsey Holland Rick Holland Christmas Project Vocal Disc,Jazz,Music,USD,2013-10-23,3500.0,2013-08-24 04:58:57,3575.0,successful,42,US,3575.0,3575.0,3500.0
166930,1849120343,"Babysitter Boot Camp®, The Business of Babysitting for Teens",Publishing,Publishing,USD,2018-01-29,4500.0,2017-12-30 22:23:54,25.0,live,1,US,0.0,25.0,4500.0
69835,1355511519,J-CAT Column Base Safety cover,Hardware,Technology,USD,2016-12-01,37500.0,2016-10-03 03:41:10,20.0,failed,1,US,0.0,20.0,37500.0
280115,494972948,Raise a flat fee for 'Crimson Dream' of £750 - £5000,Fiction,Publishing,GBP,2014-12-02,750.0,2014-10-18 07:34:30,0.0,failed,0,GB,0.0,0.0,1176.43
77815,139578221,Night - A Surreal Silent Short Film (Canceled),Shorts,Film & Video,GBP,2014-11-27,550.0,2014-11-13 19:45:24,0.0,canceled,0,GB,0.0,0.0,863.27
9533,1048073331,Inka Nuts,Food,Food,USD,2014-08-01,500.0,2014-07-02 19:29:04,1568.0,successful,58,US,1568.0,1568.0,500.0
130257,1661345783,Camino/Destino: a short narrative film in Guatemala,Narrative Film,Film & Video,USD,2011-12-02,18060.0,2011-10-03 14:48:27,379.0,canceled,16,US,379.0,379.0,18060.0
251141,347488424,#TheSpirituals,Documentary,Film & Video,GBP,2013-07-08,4000.0,2013-06-23 08:44:50,5111.0,successful,124,GB,7882.54,7721.94,6043.39
163155,1830122268,UNTITLED RILEY LYNCH PROJECT,Narrative Film,Film & Video,USD,2013-03-12,5000.0,2013-02-25 22:23:20,5841.0,successful,107,US,5841.0,5841.0,5000.0
189206,1962799366,Epaulettes by Nina Cortes,Fashion,Fashion,USD,2012-01-29,7000.0,2011-12-30 20:22:21,7490.43,successful,131,US,7490.43,7490.43,7000.0
366744,938751521,"Hallowmas, an epic fantasy version of Halloween",Games,Games,USD,2012-08-16,6000.0,2012-07-17 05:19:54,840.0,failed,20,US,840.0,840.0,6000.0
108975,1553825667,Westerly: The Threeboot,Tabletop Games,Games,USD,2014-04-25,29550.0,2014-03-26 00:02:15,26618.0,failed,351,US,26618.0,26618.0,29550.0
319945,69942982,Ask a Cat: The Book,Webcomics,Comics,USD,2017-04-16,3000.0,2017-03-17 19:51:08,1632.0,failed,62,US,273.0,1632.0,3000.0
269093,439324129,The Mindshifter,Television,Film & Video,USD,2017-12-22,10000.0,2017-10-23 06:15:54,10.0,failed,1,US,0.0,10.0,10000.0
324252,721548032,Full Moon Pole Dance events,Dance,Dance,USD,2016-08-15,4250.0,2016-07-16 00:29:31,278.0,failed,6,US,275.0,278.0,4250.0
201749,202742421,Hell Synth: DIY Digital Noise Terror,DIY Electronics,Technology,AUD,2015-04-13,800.0,2015-03-14 09:51:24,4630.0,successful,73,AU,3566.41,3617.19,625.0
349273,849567883,The Gentlemanly Rabbits: cloth-bound & published,Art Books,Publishing,USD,2015-11-01,4000.0,2015-09-22 07:35:19,5815.0,successful,85,US,5815.0,5815.0,4000.0
337288,78800845,Godspell! (Canceled),Theater,Theater,USD,2013-07-01,800.0,2013-05-15 07:11:14,185.0,canceled,6,US,185.0,185.0,800.0
377435,993937474,"""Overburdened""  a short about teenagers made by teenagers",Shorts,Film & Video,GBP,2015-02-18,1200.0,2015-01-19 17:29:47,2.0,failed,2,GB,3.03,3.08,1845.08
314622,672466364,Vox Lumina's SONG OF LIGHT ,Indie Rock,Music,USD,2011-01-21,7700.0,2010-12-07 21:23:28,7701.0,successful,68,US,7701.0,7701.0,7700.0
256190,372893417,"We're bringing ""EX MACHINA"" to the 2013 FRINGE NYC!",Performance Art,Art,USD,2013-07-04,3000.0,2013-06-04 01:19:00,3465.5,successful,98,US,3465.5,3465.5,3000.0
211882,2080012325,Let Me Draw You A Friend,Illustration,Art,USD,2015-02-10,10.0,2015-01-11 01:38:42,1193.0,successful,165,US,1193.0,1193.0,10.0
157457,1800982415,NEVER give up on your daydream,Comedy,Film & Video,USD,2017-07-16,2000.0,2017-06-16 10:56:04,1.0,failed,1,US,1.0,1.0,2000.0
256048,372040087,ICU CLOTHING LAUNCH,Fashion,Fashion,USD,2014-01-08,7000.0,2013-11-21 17:48:35,1.0,failed,1,US,1.0,1.0,7000.0
228179,230205555,Innovative Earbuds That Match the Exact Shape of Your Ear,Wearables,Technology,USD,2017-08-09,1000.0,2017-07-10 16:38:45,2985.0,successful,16,US,0.0,2985.0,1000.0
226050,219129224,"New Album ""The Peaceful Warrior""",Pop,Music,USD,2012-10-13,3000.0,2012-09-13 08:47:21,1.0,failed,1,US,1.0,1.0,3000.0
310479,651517341,Wonderwritten,Drama,Film & Video,USD,2017-12-31,40000.0,2017-11-01 17:00:43,4690.0,failed,38,US,805.0,4690.0,40000.0
34550,117517520,Centro de alto rendimiento. Granada Gaming (Canceled),Live Games,Games,EUR,2015-11-24,40000.0,2015-09-25 20:23:18,0.0,canceled,0,ES,0.0,0.0,42319.98
35980,1182639996,Foxhill Printmaker goes to Chicago!,Illustration,Art,USD,2015-05-11,4000.0,2015-04-27 19:12:01,4401.0,successful,71,US,4401.0,4401.0,4000.0
5587,1028651925,Sculpting Sojourner,Sculpture,Art,USD,2012-11-18,17950.0,2012-10-18 19:01:12,5495.0,failed,45,US,5495.0,5495.0,17950.0
252165,352641819,"Chasing the Hike, A PCT Documentary",Documentary,Film & Video,USD,2015-01-06,1000.0,2014-12-16 05:30:36,1060.0,successful,34,US,1060.0,1060.0,1000.0
130006,1660072691,Candies by Kendra,Food,Food,USD,2015-07-25,250.0,2015-05-26 19:11:30,25.0,failed,1,US,25.0,25.0,250.0
376423,988578591,"""Origin"" - 16mm Film Production - Senior Thesis Project - Career Defining Project",Shorts,Film & Video,USD,2010-03-12,4000.0,2010-02-04 11:32:35,449.59,failed,7,US,449.59,449.59,4000.0
334172,772232091,"Nick Hill Illustrations and Prints, Comics, Icons and more",Illustration,Art,CAD,2017-07-29,500.0,2017-06-29 21:25:00,115.0,failed,3,CA,0.0,91.47,397.71
291301,552399746,EZ Zzz's- seamlessly drift into beautiful and peaceful sleep,Product Design,Design,USD,2013-06-30,2400.0,2013-05-16 02:01:41,293.0,failed,8,US,293.0,293.0,2400.0
234517,262209212,The Ransom Notes: UT Austin's Premiere A Cappella Group,Pop,Music,USD,2014-02-22,4000.0,2014-01-13 04:31:11,5708.0,successful,72,US,5708.0,5708.0,4000.0
83998,1427128083,STEM and Reading After-School Program,Technology,Technology,USD,2015-11-06,35000.0,2015-10-07 18:01:53,11.0,failed,2,US,11.0,11.0,35000.0
160169,1814629778,Calpernia: Original Acoustic Album,Country & Folk,Music,USD,2016-03-31,8000.0,2016-03-14 17:03:53,11790.0,successful,124,US,11790.0,11790.0,8000.0
109423,1555969495,"Char-O-Lot the Transforming, Post-Apocalyptic Mutant Vehicle",Public Art,Art,USD,2012-08-27,2000.0,2012-08-07 19:55:45,2006.0,successful,26,US,2006.0,2006.0,2000.0
38850,1197307156,Wash. It. Later.,Product Design,Design,USD,2017-10-20,12000.0,2017-09-05 09:01:27,12140.0,successful,135,US,1115.0,12140.0,12000.0
207822,2059134494,AluminumCanCraft (Recycled the FUN way) still needs dies!,Crafts,Crafts,USD,2014-01-09,2500.0,2013-12-20 20:10:27,91.0,failed,5,US,91.0,91.0,2500.0
271925,453495024,Talkin' 'Bout Turtle:  Getting To The Entourage Premiere,Film & Video,Film & Video,USD,2015-06-02,2000.0,2015-04-18 15:14:37,25.0,undefined,0,"N,0""",,25.0,2000.0
305149,623894871,Dicktionary Game - Turning Wieners to Wonders,Tabletop Games,Games,USD,2016-05-02,4000.0,2016-04-01 22:17:14,455.0,failed,16,US,455.0,455.0,4000.0
164850,1839006503,The Experience Novel ... a 3D Adventure in Literature,Fiction,Publishing,USD,2012-02-19,10000.0,2012-01-03 18:36:23,301.0,failed,6,US,301.0,301.0,10000.0
274386,46632240,Urban Wolf Symphony,Jazz,Music,USD,2014-07-21,250.0,2014-06-21 02:14:42,265.0,successful,8,US,265.0,265.0,250.0
312476,661705885,Max City BBQ,Food,Food,USD,2013-10-31,25000.0,2013-10-01 20:16:33,27643.0,successful,215,US,27643.0,27643.0,25000.0
217065,2105774714,The Fingerlakes From Above,Film & Video,Film & Video,USD,2015-03-26,4500.0,2015-02-09 04:33:10,0.0,undefined,0,"N,0""",,0.0,4500.0
1093,1005484231,Weekend Love,Hip-Hop,Music,USD,2013-08-08,8000.0,2013-07-09 22:50:23,51.0,failed,2,US,51.0,51.0,8000.0
340944,806627786,ZOYE's new collection & Who's Next's event,Accessories,Fashion,EUR,2017-09-05,4000.0,2017-08-01 20:03:58,4285.0,successful,53,FR,87.99,5167.69,4823.98
187565,1954935932,Mechanical Rings,Fashion,Fashion,USD,2013-06-22,1500.0,2013-05-23 03:15:31,126.0,failed,6,US,126.0,126.0,1500.0
55266,1281201574,Pittsburgh Duo dream of performing the Mendelssohn Octet,Classical Music,Music,USD,2014-04-03,1100.0,2014-03-13 04:04:51,290.0,failed,12,US,290.0,290.0,1100.0
356192,884261973,The Apollo 11 Collection,Graphic Design,Design,USD,2016-07-21,1450.0,2016-06-21 17:19:34,31994.11,successful,974,US,22283.0,31994.11,1450.0
283217,511142087,A Suit for Life .... Luxury British Tailoring,Fashion,Fashion,GBP,2013-06-21,20000.0,2013-05-22 15:01:20,442.0,failed,5,GB,674.09,682.71,30891.85
53954,1274578838,Brad Lowery Band EP (Canceled),Indie Rock,Music,USD,2010-12-31,12500.0,2010-10-22 09:04:58,160.0,canceled,4,US,160.0,160.0,12500.0
106900,1543310927,"Help Make Emotive, Experimental Music Accessible",Rock,Music,USD,2017-01-18,300.0,2016-11-19 12:56:28,350.0,canceled,4,US,110.0,350.0,300.0
228038,229414942,P.A.C.K (Performing Arts Camp for Kids),Musical,Theater,USD,2015-07-27,11000.0,2015-06-27 03:29:58,0.0,failed,0,US,0.0,0.0,11000.0
145240,1737924952,Global Bicycle Trek Kickoff Video,Shorts,Film & Video,USD,2012-06-30,1750.0,2012-05-28 19:10:51,1755.0,successful,25,US,1755.0,1755.0,1750.0
277096,479771560,Behowl the Moon: An Ageless Story from Shakespeare's MSND,Children's Books,Publishing,USD,2016-10-01,15000.0,2016-08-31 07:02:59,17695.0,successful,384,US,1775.0,17695.0,15000.0
59419,1302190174,Zombie Apocalypse (Canceled),Tabletop Games,Games,USD,2013-04-01,5000.0,2013-03-02 02:11:00,277.0,canceled,8,US,277.0,277.0,5000.0
29612,1150541107,Caihong City,Narrative Film,Film & Video,USD,2013-11-09,5000.0,2013-10-10 13:48:49,5085.0,successful,57,US,5085.0,5085.0,5000.0
125896,163910923,Pixwel - Wrong Is Right [Album + Tour],Electronic Music,Music,CAD,2015-08-21,3000.0,2015-06-30 16:50:48,0.0,failed,0,CA,0.0,0.0,2288.68
341206,807985325,"Noisy Flashlight - Personal Safety Device, camping etc",Technology,Technology,USD,2014-12-22,1250.0,2014-12-05 20:08:00,324.0,failed,5,US,324.0,324.0,1250.0
367142,94075938,The Resonance Podcast - A Sci-fi Audio Series,Performance Art,Art,USD,2015-10-29,6500.0,2015-09-29 15:32:04,6595.0,successful,56,US,6595.0,6595.0,6500.0
161556,1821685029,Little Diggel,Games,Games,USD,2017-01-24,2000.0,2016-12-10 14:53:50,251.0,failed,8,US,220.0,251.0,2000.0
172369,1876619058,Givebuy.org / No pets in parked cars this summer,Fashion,Fashion,USD,2015-08-29,5000.0,2015-07-30 23:26:08,70.0,failed,8,US,70.0,70.0,5000.0
199237,2014632513,Acid Drop - Graphic Novel,Comics,Comics,GBP,2013-08-31,12000.0,2013-07-22 11:06:27,2826.0,failed,54,GB,4313.85,4402.42,18693.92
364673,928050045,"The Milissa Payne Project presents ""Up in the Air""",Dance,Dance,USD,2013-04-13,2000.0,2013-03-14 22:57:05,350.0,failed,3,US,350.0,350.0,2000.0
352227,864379713,Circles,Plays,Theater,USD,2016-06-02,600.0,2016-05-03 18:19:35,50.0,failed,1,US,50.0,50.0,600.0
145473,173897889,I Never Forgot (Issue Six),Comic Books,Comics,USD,2016-10-05,900.0,2016-09-14 19:33:31,1092.0,successful,31,US,290.0,1092.0,900.0
210748,2073963810,Aubrey Sinclair's Debut Album: 'Letters',Country & Folk,Music,USD,2014-06-13,2000.0,2014-05-13 00:33:03,4284.0,successful,105,US,4284.0,4284.0,2000.0
167426,1851710452,Mola Chili Relish Made from imported Cameroonian Chilies,Vegan,Food,USD,2016-12-20,5000.0,2016-11-20 02:48:31,425.0,canceled,12,US,76.0,425.0,5000.0
56289,1286408356,Freedom Summer - 50th Anniversary Theater Project,Theater,Theater,USD,2013-04-19,35000.0,2013-03-20 17:00:16,10552.0,failed,50,US,10552.0,10552.0,35000.0
290398,547541472,SUBTLE ANGELS: MIA LYNN vol.2 - FINE ART NUDES,Fine Art,Photography,USD,2016-08-23,149.0,2016-08-16 02:14:39,529.0,successful,12,US,170.0,529.0,149.0
311666,657557124,Plan A,Documentary,Film & Video,USD,2014-06-08,35000.0,2014-05-09 10:36:32,4002.0,failed,42,US,4002.0,4002.0,35000.0
158339,1805396993,Daron's Guitar Chronicles: Third Omnibus,Fiction,Publishing,USD,2016-04-29,3355.0,2016-03-29 18:07:56,4032.0,successful,68,US,4032.0,4032.0,3355.0
314192,670221834,Eye On The Sixties: Rowland Scherman,Documentary,Film & Video,USD,2012-11-28,22000.0,2012-10-23 22:08:46,22568.0,successful,107,US,22568.0,22568.0,22000.0
102298,1519689574,Beautiful Disturbance EP Recording,Rock,Music,USD,2012-01-08,2000.0,2011-11-09 05:45:47,20.0,failed,1,US,20.0,20.0,2000.0
236752,273500453,"""Sinners Loft"" Art Car - Cuddle With Us @ 2016 Burn",Installations,Art,USD,2015-12-12,6000.0,2015-11-12 00:36:02,100.0,failed,1,US,100.0,100.0,6000.0
370050,955380968,"Knobbee 32: A High Resolution, Ergonomic USB-MIDI Controller",Sound,Technology,GBP,2015-10-30,24000.0,2015-09-30 17:06:07,1142.0,failed,7,GB,1731.66,1751.8,36815.46
323969,72011088,Koht Evolution,Games,Games,USD,2011-09-12,25000.0,2011-07-14 20:30:43,10.0,failed,1,US,10.0,10.0,25000.0
81487,1414438580,Corie Cakes: A little slice of New York in the Midwest,Spaces,Food,USD,2015-07-23,35000.0,2015-05-24 18:21:23,785.0,failed,5,US,785.0,785.0,35000.0
22565,1114511533,CAMP - The Center for Advanced Media Production,Film & Video,Film & Video,USD,2014-06-16,23000.0,2014-05-17 05:33:14,81.0,failed,3,US,81.0,81.0,23000.0
97276,1494027341,It's always tea time!,Shorts,Film & Video,GBP,2013-04-27,1500.0,2013-04-10 15:38:25,105.0,failed,2,GB,160.3,163.32,2333.18
333658,769640802,The Eternal Blood (Canceled),Video Games,Games,USD,2015-03-31,40000.0,2015-03-01 05:59:54,0.0,canceled,0,US,0.0,0.0,40000.0
186880,1951514913,"Debut Album ""Anomalies"" by The Anomylos Ensemble",Music,Music,USD,2016-03-01,9400.0,2016-02-03 01:20:15,9678.99,undefined,0,"N,0""",,9678.99,9400.0
279585,492292811,One Sixth Scaled Action Figure Display Cases,Product Design,Design,USD,2016-02-26,1000.0,2016-01-27 21:57:47,125.0,failed,1,US,125.0,125.0,1000.0
282583,507816983,The Cancer Cure Diet for Dogs,Nonfiction,Publishing,USD,2017-10-05,5000.0,2017-09-05 14:05:49,2585.0,suspended,135,US,39.0,2585.0,5000.0
117828,1598679485,Royaliser App (Canceled),Apps,Technology,NZD,2015-07-18,2900.0,2015-06-18 22:36:07,0.0,canceled,0,NZ,0.0,0.0,1903.01
341715,810622722,The Ricanciliation Tour,Theater,Theater,USD,2011-08-11,15892.0,2011-06-27 18:42:04,170.0,failed,4,US,170.0,170.0,15892.0
259195,388073368,Return Conscious Music to Mainstream Radio,Hip-Hop,Music,USD,2015-10-09,30000.0,2015-09-09 11:08:44,334.0,failed,14,US,334.0,334.0,30000.0
227197,225095405,The AWS Traveling Show at Rhode Island Watercolor Society,Painting,Art,USD,2015-05-02,1000.0,2015-03-24 19:10:08,1475.0,successful,26,US,1475.0,1475.0,1000.0
16877,1085538147,Smith/Wymore Disappearing Acts new work Apparatus,Dance,Dance,USD,2011-02-21,1200.0,2010-11-23 06:37:01,1200.0,successful,22,US,1200.0,1200.0,1200.0
186596,1949989619,G.R.E.A.T. Burger Essay Workshop!,Academic,Publishing,USD,2016-01-13,28000.0,2015-12-14 18:03:35,25.0,failed,1,US,25.0,25.0,28000.0
123120,1625234785,Sababa's Third Album,Music,Music,USD,2012-06-29,5400.0,2012-05-24 01:54:07,15890.0,successful,119,US,15890.0,15890.0,5400.0
24631,1125009191,ESSAKANE: The Most Remote Music Festival in the World $20DVD,Documentary,Film & Video,USD,2010-11-18,20000.0,2010-10-19 22:41:02,20489.0,successful,163,US,20489.0,20489.0,20000.0
139413,1708146188,ArCANIS - A Modern Animal Tarot Deck,Illustration,Art,USD,2017-04-18,13000.0,2017-03-17 23:15:01,19748.0,successful,353,US,1420.0,19748.0,13000.0
189190,1962717790,femminity rediscovered,Mixed Media,Art,USD,2012-03-18,1000.0,2012-01-19 20:43:59,0.0,failed,0,US,0.0,0.0,1000.0
118290,160103768,The Dream Syndicate (Canceled),Documentary,Film & Video,USD,2016-02-06,9000.0,2016-01-04 09:57:04,1286.0,canceled,20,US,1286.0,1286.0,9000.0
34563,1175213079,"""A World of Worlds"" - Episode One",Action,Film & Video,USD,2016-10-31,3000.0,2016-09-11 12:19:51,3.0,failed,3,US,0.0,3.0,3000.0
149196,1758284326,Raise R'lyeh,Crafts,Crafts,AUD,2017-11-01,325.0,2017-10-02 06:02:28,598.0,successful,19,AU,0.0,459.08,249.5
214355,2092218015,L'Expression LAB - Summer of Musicals - By Teens of Montreal,Theater,Theater,CAD,2014-05-09,5000.0,2014-04-09 20:18:11,71.0,failed,4,CA,64.71,65.56,4616.81
305139,623860682,NEVERMORE METRO Immersive Arts Festival,Immersive,Theater,USD,2016-09-06,3000.0,2016-08-05 08:16:20,4015.0,successful,72,US,105.0,4015.0,3000.0
39079,1198601364,Australia to Zimbabwe - A Rhyming Romp Around the World,Children's Books,Publishing,USD,2015-11-17,4000.0,2015-10-18 23:12:55,7905.0,successful,129,US,7905.0,7905.0,4000.0
299049,592911712,The Dark Throne (Canceled),Video Games,Games,GBP,2014-11-21,20000.0,2014-10-21 13:38:31,305.0,canceled,25,GB,491.32,478.31,31364.68
367869,944288591,Toe Tag Riot - Comic Series by Matt Miner & Sean Von Gorman,Comic Books,Comics,USD,2014-06-21,19000.0,2014-05-22 18:59:48,19510.0,successful,421,US,19510.0,19510.0,19000.0
155527,1791078788,"Old School RPG trilogy - original graphics, story, music...",Video Games,Games,CAD,2014-12-04,3500.0,2014-11-04 19:01:56,0.0,canceled,0,CA,0.0,0.0,3071.79
106400,1540751398,Be Rewarded for Building a Thriller: Jobsite's Mindgame,Theater,Theater,USD,2010-09-08,2500.0,2010-06-11 17:43:51,2500.0,successful,26,US,2500.0,2500.0,2500.0
363682,922965613,"The Dare - A Call of Cthulhu 1-shot, revised for 7th Edition",Tabletop Games,Games,USD,2017-10-09,3000.0,2017-09-28 18:30:21,10497.0,successful,667,US,4883.0,10497.0,3000.0
210591,207308467,Mather School Concerts,Classical Music,Music,USD,2013-10-18,4000.0,2013-09-18 17:10:19,6414.3,successful,83,US,6414.3,6414.3,4000.0
270884,44823421,Manaslu Athletics: The Next Evolution Of Activewear,Apparel,Fashion,USD,2017-03-01,14780.0,2017-01-18 20:23:27,14938.0,successful,176,US,2038.0,14938.0,14780.0
106121,153936454,Victory Battle Tactics | Card Game,Tabletop Games,Games,USD,2017-09-02,32500.0,2017-07-30 01:50:17,1069.0,canceled,20,US,677.0,1069.0,32500.0
26898,1136606488,Wrong Chemistry,Tabletop Games,Games,USD,2012-06-30,8500.0,2012-05-01 15:08:23,15195.0,successful,382,US,15195.0,15195.0,8500.0
325908,729867203,"The Rescue Blues - ""Good Love or Goodbye""",Rock,Music,USD,2012-03-29,3000.0,2012-02-27 15:15:29,3025.69,successful,34,US,3025.69,3025.69,3000.0
73360,1373643987,Frank Lloyd Wright Brothers Red Bull Flugtag Craft,Design,Design,USD,2017-08-18,500.0,2017-07-19 21:40:36,555.0,successful,11,US,110.0,555.0,500.0
290399,547570066,"Saving Lives, Saving History: History of EMS in the US App",Apps,Technology,USD,2015-08-17,5000.0,2015-07-13 17:02:24,5105.0,successful,56,US,5105.0,5105.0,5000.0
343484,819869139,Jacob's Box (relaunch) | a box for babies born in silence.,Mixed Media,Art,USD,2015-10-16,3300.0,2015-09-25 19:36:33,3360.0,successful,30,US,3360.0,3360.0,3300.0
65970,1335461270,Escaping Fate - Matching Card Game,Tabletop Games,Games,USD,2017-01-10,1150.0,2016-12-11 21:39:24,530.0,failed,15,US,315.0,530.0,1150.0
251406,348686415,Shakespeare in Old Central School Park,Theater,Theater,USD,2013-09-05,1000.0,2013-08-06 18:40:34,1036.0,successful,39,US,1036.0,1036.0,1000.0
202824,2032853140,MiniB - The Mac Mini Mount,Product Design,Design,USD,2011-05-15,6000.0,2011-03-14 23:16:50,475.0,failed,5,US,475.0,475.0,6000.0
133429,1677143096,TRENCH - Play With Art!,Tabletop Games,Games,USD,2017-10-20,15000.0,2017-09-19 16:00:02,7454.0,canceled,158,US,619.0,7454.0,15000.0
112130,1569631220,"Cheater, Cheater, Pumpkin Eater!!",Theater,Theater,USD,2013-03-10,3000.0,2013-01-24 06:27:36,3477.26,successful,83,US,3477.26,3477.26,3000.0
351191,859163996,Nacho Cheese Hot Tub,Comedy,Film & Video,USD,2017-10-09,4000.0,2017-09-04 18:48:09,20.0,failed,2,US,5.0,20.0,4000.0
141523,171894720,HOPE HOP FIELDS,Farms,Food,USD,2015-03-25,12000.0,2015-02-18 19:15:26,360.0,failed,3,US,360.0,360.0,12000.0
111142,1564713465,Slotbee Disc Toss Game,Games,Games,USD,2016-03-02,1000.0,2016-01-02 04:19:08,1000.0,successful,15,US,1000.0,1000.0,1000.0
49901,1254264186,Reserva tu cancha,Web,Technology,CHF,2017-07-16,6000.0,2017-07-06 17:00:45,0.0,failed,0,CH,0.0,0.0,6320.85
127984,1649660763,The Secret Adventures of Norman the Scooter Dog,Children's Books,Publishing,USD,2015-07-01,7777.0,2015-05-27 03:12:02,1065.0,failed,8,US,1065.0,1065.0,7777.0
31325,1159398549,SUM Glasses- Fully Interchangeable Sunglasses,Accessories,Fashion,USD,2014-09-07,5000.0,2014-08-18 20:22:23,5647.0,successful,100,US,5647.0,5647.0,5000.0
311428,656475270,Exodus3000 Renovation and Facebook conversion,Video Games,Games,USD,2011-02-26,4000.0,2011-01-27 00:15:22,0.0,failed,0,US,0.0,0.0,4000.0
115235,1585183128,Who Bombed Judi Bari?,Documentary,Film & Video,USD,2011-08-06,10000.0,2011-07-27 07:40:22,0.0,failed,0,US,0.0,0.0,10000.0
337071,786909636,"Point Your Damn Toes Dance Co. ""Welcome to The Mad House""",Dance,Dance,USD,2014-03-30,5000.0,2014-02-28 19:18:44,5466.0,successful,64,US,5466.0,5466.0,5000.0
58582,1297924606,Alternacirque: alternative circus arts in South Carolina,Theater,Theater,USD,2011-12-11,8000.0,2011-11-11 18:44:57,8265.33,successful,169,US,8265.33,8265.33,8000.0
374880,980522602,Steve's Story,Animation,Film & Video,EUR,2018-01-26,25000.0,2017-12-27 14:11:10,5.0,live,1,IT,0.0,6.07,30342.38
65911,1335165943,Images of the Divine: A Photo Essay of Dalit Children,Photography,Photography,USD,2011-07-11,2500.0,2011-06-02 02:27:18,50.0,failed,2,US,50.0,50.0,2500.0
20886,1105919168,Biólogos y Agricultores,Farms,Food,USD,2014-07-13,2750.0,2014-06-13 18:48:21,3150.0,successful,39,US,3150.0,3150.0,2750.0
41932,1213439772,The Wholesome Co Launches Second Cookbook,Food,Food,NZD,2017-11-21,5500.0,2017-11-09 09:17:22,6669.0,successful,168,NZ,30.38,4590.13,3785.53
317539,687477367,"Vix Slim: Handmade, Premium leather wallet by Foxworth",Accessories,Fashion,USD,2017-07-27,2500.0,2017-06-27 16:27:08,2651.0,successful,34,US,736.0,2651.0,2500.0
296691,580412134,Planet of the Ultraviolets,Shorts,Film & Video,USD,2014-11-14,3000.0,2014-10-08 00:05:42,3686.0,successful,42,US,3686.0,3686.0,3000.0
331872,760803002,Finding Beauty: Grand Rapids,Public Art,Art,USD,2014-08-29,10000.0,2014-07-30 23:02:24,1265.0,failed,14,US,1265.0,1265.0,10000.0
166762,1848255557,Dragon Scales® Dice - D6 2015 Season (Canceled),Tabletop Games,Games,GBP,2015-09-18,3000.0,2015-08-31 15:47:31,1757.0,canceled,53,GB,2704.36,2749.14,4694.03
267729,43218651,Montague vs Capulet: the Romeo and Juliet playing cards,Playing Cards,Games,USD,2016-05-20,7000.0,2016-04-20 15:23:20,10190.0,successful,314,US,10190.0,10190.0,7000.0
190740,1970607445,Ronin of The West,Shorts,Film & Video,USD,2012-04-21,2000.0,2012-04-03 02:48:52,820.0,failed,6,US,820.0,820.0,2000.0
242344,302580744,Uniquely Geek,Graphic Design,Design,USD,2015-06-16,700.0,2015-05-27 23:26:41,83.0,failed,2,US,83.0,83.0,700.0
291360,552669946,KOEL Magazine,Publishing,Publishing,EUR,2016-06-09,20000.0,2016-05-10 10:02:09,25540.0,successful,253,NL,29107.97,28870.5,22608.07
232071,249594263,BEAUTYGURUSLIVE.COM,Fashion,Fashion,USD,2015-02-24,8000.0,2015-01-25 22:00:20,2.0,failed,2,US,2.0,2.0,8000.0
315058,67468694,Ginny Juciano Origen Chapter 1,Hip-Hop,Music,USD,2014-12-16,2500.0,2014-11-16 23:53:04,0.0,failed,0,US,0.0,0.0,2500.0
330515,753777919,Olly Olly Squatch'n Free,Documentary,Film & Video,USD,2014-06-14,5700.0,2014-05-15 02:40:32,104.0,failed,5,US,104.0,104.0,5700.0
182132,1927091222,Turtle Mail - A Wooden Mailbox with a Printer Inside!,Product Design,Design,USD,2015-10-15,30000.0,2015-09-14 17:00:24,22662.0,failed,171,US,22662.0,22662.0,30000.0
